rainfall_1h,rainfall_3h,rainfall_6h,rainfall_24h,forecast_rain_3h,forecast_rain_6h,soil_moisture,soil_saturation,water_level,water_level_rise_rate,incoming_flow,elevation,slope,flow_accumulation,storage_remaining,historical_flood_frequency,target_flood_1h,target_flood_3h,target_flood_6h,prob_groundtruth_1h,prob_groundtruth_3h,prob_groundtruth_6h
9.1,30.23,47.07,109.4,26.46,68.68,57.04,66.19,6.13,0.062,12246.8,126.7,4.15,135848.0,62.22,0.78,0,0,1,0.006,0.441,0.681
1.64,2.47,6.14,7.97,0.25,3.81,26.32,35.03,5.57,-0.376,9188.8,126.9,2.01,122725.0,75.0,1.42,0,0,0,0.0,0.002,0.0
2.29,2.46,2.91,12.91,0.49,3.8,31.4,36.66,5.27,-0.355,9139.3,112.7,3.92,148807.0,75.0,1.5,0,0,0,0.0,0.001,0.0
7.79,17.77,49.14,122.25,23.7,63.26,65.43,71.77,7.2,0.067,17267.0,48.1,0.5,199631.0,51.95,2.46,0,1,1,0.068,0.889,0.963
55.65,178.81,322.75,582.09,83.56,184.99,88.11,99.5,9.75,0.823,26867.0,156.1,2.32,82341.0,0.92,1.02,1,1,1,1.0,1.0,1.0
0.36,2.46,2.79,34.71,0.63,2.06,32.75,41.75,5.1,-0.313,8731.1,81.5,3.84,172029.0,75.0,1.83,0,0,0,0.0,0.001,0.001
0.32,0.33,5.04,15.76,3.32,3.46,33.31,40.47,5.94,-0.305,11479.1,62.0,2.85,199930.0,75.0,2.43,0,0,0,0.0,0.008,0.002
43.22,91.45,196.24,284.81,56.04,127.9,92.0,99.5,9.21,0.662,24882.1,40.9,1.14,217007.0,0.92,2.4,1,1,1,1.0,1.0,1.0
9.66,19.0,52.14,83.47,20.03,53.15,50.6,58.29,6.53,-0.119,12532.9,120.7,2.01,127181.0,75.0,1.08,0,0,0,0.003,0.222,0.218
1.58,13.45,14.66,19.33,0.83,5.44,38.34,40.64,5.31,-0.373,8767.6,133.2,2.2,97388.0,75.0,0.97,0,0,0,0.0,0.002,0.001
43.3,117.27,224.02,374.37,64.68,125.36,88.56,99.5,9.88,0.549,29621.3,37.4,1.06,243344.0,0.92,2.33,1,1,1,1.0,1.0,1.0
3.56,7.13,7.87,8.43,0.48,5.76,28.0,36.22,5.64,-0.42,12657.7,109.3,5.09,147658.0,75.0,1.15,0,0,0,0.0,0.002,0.001
70.27,153.73,330.5,490.29,101.09,244.62,86.38,99.5,9.98,0.761,32590.6,67.8,3.51,173012.0,0.92,2.39,1,1,1,1.0,1.0,1.0
4.32,4.72,14.21,19.21,1.08,3.29,34.82,40.42,6.4,-0.126,10220.3,128.6,3.35,113217.0,75.0,1.12,0,0,0,0.0,0.011,0.001
1.18,14.31,17.98,49.34,0.59,2.37,49.79,53.46,6.75,-0.298,13561.0,60.3,0.86,212709.0,75.0,2.04,0,0,0,0.0,0.026,0.006
0.84,1.82,16.88,32.41,1.3,6.17,34.78,35.15,5.57,-0.36,9561.0,135.2,5.38,109632.0,75.0,1.06,0,0,0,0.0,0.001,0.001
0.76,0.8,3.93,15.71,7.95,8.09,33.26,41.57,5.98,-0.336,10315.8,91.1,1.84,160254.0,75.0,2.46,0,0,0,0.0,0.007,0.001
11.66,21.33,40.8,101.32,14.63,52.11,60.52,61.08,5.62,0.026,8920.8,170.8,4.39,73890.0,71.61,0.1,0,0,0,0.001,0.046,0.091
11.68,23.39,53.21,83.25,27.25,42.64,50.65,59.09,7.21,-0.065,16888.7,54.9,3.23,219225.0,75.0,1.83,0,1,0,0.009,0.833,0.429
5.09,23.49,67.69,140.49,15.04,35.94,62.36,71.5,6.99,0.074,15912.4,84.5,4.21,157109.0,52.44,1.25,0,1,1,0.036,0.778,0.764
13.14,35.12,60.99,112.6,12.31,31.89,51.56,68.46,7.12,0.008,17469.9,51.5,1.95,226508.0,58.03,2.07,0,1,1,0.075,0.649,0.81
12.39,22.13,43.2,84.93,18.88,35.25,55.35,62.15,5.89,-0.022,8777.7,169.1,2.05,65099.0,69.64,0.53,0,0,0,0.003,0.123,0.019
0.83,7.43,7.53,19.49,3.61,4.93,22.2,32.46,5.02,-0.344,7835.9,162.2,6.29,85074.0,75.0,0.41,0,0,0,0.0,0.001,0.0
50.26,122.86,290.81,508.13,71.46,217.99,84.22,99.5,10.14,0.664,31944.5,72.4,3.92,192587.0,0.92,1.68,1,1,1,1.0,1.0,1.0
38.39,84.44,179.65,279.25,53.63,100.15,83.19,99.5,8.21,0.572,18366.0,130.7,3.69,115257.0,0.92,1.05,1,1,1,1.0,1.0,1.0
1.41,2.1,5.5,7.77,2.59,2.81,33.28,37.78,5.18,-0.332,7404.1,153.5,9.11,80448.0,75.0,0.53,0,0,0,0.0,0.0,0.0
7.15,18.28,34.52,101.77,29.62,67.97,47.29,55.11,4.86,-0.266,10045.0,115.5,6.73,137110.0,75.0,1.31,0,0,0,0.0,0.026,0.422
16.19,24.29,42.83,100.78,29.56,64.38,51.87,59.3,6.51,0.034,15298.4,111.8,7.26,170221.0,74.89,1.61,0,1,1,0.013,0.669,0.694
0.56,0.96,1.62,7.03,2.5,2.62,38.91,42.11,5.58,-0.233,11701.5,70.1,2.84,175493.0,75.0,2.07,0,0,0,0.0,0.004,0.001
16.08,40.08,81.75,157.4,10.31,54.64,64.45,78.78,8.26,0.124,21320.9,48.5,2.21,247185.0,39.05,2.44,1,1,1,0.71,0.982,0.993
9.76,32.54,53.14,105.47,10.88,27.09,55.25,65.6,5.6,-0.055,8096.1,165.1,9.5,77989.0,63.3,0.84,0,0,0,0.002,0.04,0.048
3.44,7.6,10.62,19.57,2.76,4.23,30.72,38.62,5.09,-0.304,7307.8,165.6,7.13,81858.0,75.0,0.59,0,0,0,0.0,0.001,0.0
1.72,3.38,7.44,47.62,1.27,3.17,43.38,53.74,6.26,-0.063,9733.5,126.8,3.29,111540.0,75.0,1.01,0,0,0,0.001,0.027,0.002
42.64,113.75,223.29,347.36,42.05,95.27,89.41,99.5,9.03,0.55,27012.8,84.2,2.27,167440.0,0.92,1.44,1,1,1,1.0,1.0,1.0
0.04,3.28,4.35,15.54,4.97,15.47,33.65,43.32,6.1,-0.272,11622.2,85.6,3.36,169694.0,75.0,1.53,0,0,0,0.0,0.01,0.001
0.01,0.96,8.22,17.45,3.3,10.01,31.18,39.11,5.08,-0.371,7501.3,140.3,1.65,95998.0,75.0,0.71,0,0,0,0.0,0.001,0.0
31.07,80.42,157.75,289.97,42.85,125.47,90.06,99.5,7.59,0.504,16605.8,165.1,5.35,78769.0,0.92,0.73,1,1,1,0.996,0.999,1.0
42.6,88.89,196.79,326.61,60.74,106.45,84.26,99.5,7.55,0.47,18159.5,163.6,8.96,77542.0,0.92,0.64,1,1,1,0.998,1.0,1.0
0.35,1.32,2.76,5.02,4.05,5.95,33.93,40.11,5.66,-0.202,11004.3,148.1,0.5,130063.0,75.0,0.96,0,0,0,0.0,0.009,0.0
44.08,102.42,160.72,284.39,64.77,135.86,85.58,99.5,8.39,0.616,19305.6,128.1,8.02,108797.0,0.92,0.69,1,1,1,1.0,1.0,1.0
5.02,28.89,50.93,115.36,20.3,45.06,51.21,63.79,6.75,-0.124,16590.9,47.2,2.61,224900.0,66.62,2.63,0,1,1,0.007,0.583,0.795
0.4,7.0,16.72,25.36,0.6,0.98,37.75,47.12,6.27,-0.307,14707.3,58.4,1.56,213594.0,75.0,1.91,0,0,0,0.0,0.038,0.004
7.04,23.91,48.15,80.25,19.1,56.49,44.43,54.08,6.71,-0.14,9058.3,165.3,7.4,65597.0,75.0,0.18,0,0,0,0.002,0.088,0.045
42.29,100.7,194.1,303.23,47.37,127.5,87.18,99.5,8.68,0.729,21918.2,122.9,4.31,142784.0,0.92,0.98,1,1,1,1.0,1.0,1.0
1.56,2.94,6.08,36.98,2.0,5.6,37.64,42.31,6.38,-0.191,13241.9,36.3,2.08,230425.0,75.0,3.1,0,0,0,0.0,0.01,0.008
15.2,25.16,55.85,133.82,17.23,41.08,59.4,71.74,6.68,0.045,14282.5,49.7,2.62,182958.0,52.0,2.04,0,1,1,0.067,0.598,0.806
12.82,24.57,56.25,94.04,21.6,54.67,48.87,57.89,6.95,-0.065,13294.2,131.2,1.29,132448.0,75.0,0.9,0,0,0,0.005,0.379,0.389
10.44,24.95,47.31,93.86,19.97,42.4,53.32,60.44,7.71,-0.064,17615.9,35.7,1.63,220365.0,72.79,2.3,0,1,1,0.022,0.88,0.672
15.18,35.23,58.31,93.18,10.0,42.91,42.09,56.54,6.59,-0.217,15453.9,58.3,1.83,194303.0,75.0,1.99,0,0,0,0.002,0.148,0.458
7.75,15.96,41.73,119.83,23.8,64.53,55.42,64.31,6.87,-0.088,11893.8,114.6,4.18,152839.0,65.67,1.0,0,0,1,0.011,0.408,0.807
0.19,0.38,0.42,37.82,0.71,2.87,41.66,46.78,6.29,-0.275,9416.0,135.3,2.96,112403.0,75.0,0.98,0,0,0,0.0,0.016,0.001
10.13,30.55,54.85,111.62,29.91,58.23,50.45,62.06,5.76,-0.138,13115.0,129.5,8.61,138325.0,69.81,1.34,0,0,1,0.001,0.203,0.719
12.17,28.71,67.81,111.15,13.41,51.03,54.48,62.18,7.19,0.095,14861.3,67.5,3.63,217130.0,69.59,2.0,0,1,1,0.027,0.634,0.774
30.39,101.94,190.59,315.74,32.47,112.64,84.61,99.5,7.9,0.36,19414.3,138.3,3.0,104407.0,0.92,0.56,1,1,1,0.997,0.999,1.0
13.92,32.8,55.84,133.17,16.43,36.0,61.38,66.88,7.77,-0.068,16927.2,69.4,0.76,208618.0,60.94,1.78,0,1,1,0.043,0.804,0.827
17.83,38.52,65.96,142.76,11.82,29.45,69.29,83.06,6.82,0.242,14275.5,82.2,2.31,170049.0,31.17,1.53,1,1,1,0.513,0.846,0.881
72.3,152.98,345.52,603.17,75.32,226.43,86.05,99.5,10.35,0.891,32128.5,143.2,6.13,141607.0,0.92,0.84,1,1,1,1.0,1.0,1.0
0.05,2.04,13.01,36.21,0.88,1.59,37.41,48.33,4.82,-0.316,7699.1,129.2,5.08,114570.0,75.0,1.42,0,0,0,0.0,0.001,0.001
0.28,2.09,5.72,6.12,1.07,7.28,27.19,31.77,5.69,-0.335,7807.5,158.1,9.1,105626.0,75.0,0.57,0,0,0,0.0,0.001,0.0
0.71,1.17,13.56,17.28,3.2,3.96,37.92,42.22,5.63,-0.305,8934.6,130.4,6.42,136232.0,75.0,0.98,0,0,0,0.0,0.002,0.001
0.66,2.35,5.12,13.84,0.51,3.05,28.03,34.53,5.92,-0.241,8568.3,117.4,6.16,143856.0,75.0,1.73,0,0,0,0.0,0.001,0.0
11.26,22.81,67.46,140.73,27.75,63.32,64.36,72.43,6.97,-0.109,16350.9,48.6,1.99,211642.0,50.73,2.44,0,1,1,0.036,0.76,0.965
0.21,2.31,9.2,9.67,1.37,3.14,32.24,35.22,6.12,-0.429,12659.9,88.3,0.88,171746.0,75.0,1.78,0,0,0,0.0,0.005,0.001
0.29,1.47,17.89,33.31,0.71,3.97,41.54,48.44,6.8,-0.144,12109.0,73.5,2.31,159551.0,75.0,2.41,0,0,0,0.001,0.027,0.002
0.34,2.7,11.76,21.53,2.64,4.76,35.29,42.31,6.58,-0.289,15509.1,70.4,3.81,198912.0,75.0,2.01,0,0,0,0.0,0.028,0.002
11.81,31.63,71.0,133.97,29.55,69.14,54.08,72.69,6.53,0.032,10348.4,176.1,6.0,73940.0,50.25,0.1,0,1,1,0.024,0.614,0.722
39.43,108.23,175.11,289.67,49.76,115.19,82.95,99.5,9.11,0.508,23613.1,92.0,4.05,171603.0,0.92,1.81,1,1,1,1.0,1.0,1.0
41.19,77.27,139.82,290.36,32.07,84.55,87.33,99.5,7.09,0.586,16100.1,164.3,4.81,38184.0,0.92,0.1,1,1,1,0.997,0.996,1.0
0.52,3.99,7.28,44.39,0.52,7.72,41.21,49.29,5.67,-0.359,9910.5,126.5,2.08,109197.0,75.0,1.2,0,0,0,0.0,0.003,0.002
8.68,20.85,50.8,84.36,17.69,43.36,57.61,66.45,6.92,-0.158,11794.2,150.2,4.93,88481.0,61.73,0.21,0,1,0,0.005,0.53,0.123
0.21,5.14,7.09,55.24,4.6,5.36,39.6,47.95,5.17,-0.237,10835.2,107.9,4.38,154916.0,75.0,1.19,0,0,0,0.0,0.003,0.003
0.84,3.15,9.98,36.0,1.96,2.08,34.54,44.83,6.34,-0.233,10551.4,118.7,2.75,141959.0,75.0,1.07,0,0,0,0.0,0.012,0.001
32.03,102.42,195.27,344.88,53.59,96.01,86.44,99.5,8.29,0.541,21575.5,106.4,3.27,149749.0,0.92,1.12,1,1,1,0.999,1.0,1.0
17.58,41.19,59.99,95.62,20.78,58.49,55.2,68.55,7.6,0.029,13658.7,63.3,1.15,213556.0,57.86,1.86,0,1,1,0.117,0.729,0.743
0.58,0.94,3.8,8.74,0.87,4.49,31.5,37.83,5.56,-0.4,8014.4,139.8,7.71,96900.0,75.0,1.18,0,0,0,0.0,0.001,0.0
16.51,34.01,69.64,132.63,21.02,45.35,59.74,69.21,6.77,0.058,15628.9,75.7,2.25,198299.0,56.65,1.58,0,1,1,0.035,0.681,0.704
0.57,1.52,11.5,32.52,1.73,10.25,38.03,46.74,6.9,-0.368,14478.8,38.5,2.36,240890.0,75.0,2.48,0,0,0,0.0,0.059,0.016
16.52,40.29,61.95,127.82,22.18,59.2,65.15,72.02,7.19,0.135,12165.0,128.6,8.04,131351.0,51.48,0.74,0,1,1,0.088,0.762,0.736
8.42,28.24,55.53,127.24,25.91,47.25,66.29,72.19,7.52,-0.021,16539.5,60.7,2.04,204452.0,51.17,1.95,0,1,1,0.082,0.895,0.881
0.24,3.41,6.6,16.38,2.79,9.55,33.73,42.07,5.27,-0.336,7941.4,171.4,2.89,101821.0,75.0,0.52,0,0,0,0.0,0.001,0.001
54.56,157.89,342.5,604.69,74.37,162.7,82.65,99.5,10.44,0.677,30477.2,173.3,0.5,79414.0,0.92,0.1,1,1,1,1.0,1.0,1.0
8.03,32.1,60.97,111.9,10.26,26.79,56.17,67.37,5.71,-0.001,9095.7,167.7,1.43,64289.0,60.04,0.1,0,0,0,0.002,0.048,0.064
36.72,95.31,179.84,268.67,42.32,127.0,87.46,99.5,9.2,0.536,23181.2,88.7,0.91,177317.0,0.92,1.75,1,1,1,1.0,1.0,1.0
24.37,94.68,151.97,245.5,46.72,138.71,85.79,99.5,7.95,0.542,24156.6,37.2,2.23,246598.0,0.92,2.68,1,1,1,0.996,1.0,1.0
9.28,28.47,61.13,98.62,14.96,57.87,60.44,68.9,6.25,-0.047,9777.7,169.6,6.29,67651.0,57.23,0.42,0,0,0,0.008,0.18,0.183
7.4,27.22,71.16,107.13,17.98,39.7,61.5,68.48,6.9,0.105,15925.2,97.1,4.08,179835.0,58.0,1.35,0,1,1,0.019,0.646,0.584
0.3,0.62,4.81,21.27,2.26,11.31,28.9,36.66,4.91,-0.45,8662.2,175.2,0.5,75533.0,75.0,0.42,0,0,0,0.0,0.001,0.0
6.89,20.33,45.67,87.27,12.84,42.45,52.18,59.91,6.39,-0.076,8622.5,174.7,2.35,35193.0,73.77,0.39,0,0,0,0.001,0.117,0.014
15.85,40.07,58.96,130.11,26.49,53.16,63.95,75.09,5.59,-0.026,10674.5,158.7,8.09,94071.0,45.84,0.68,0,0,1,0.013,0.23,0.627
0.14,11.65,15.92,64.26,1.32,3.08,44.93,51.59,6.74,-0.334,11733.3,77.7,3.12,180675.0,75.0,1.0,0,0,0,0.0,0.069,0.005
8.21,32.93,55.53,86.72,20.25,46.56,51.7,57.44,6.02,-0.201,14026.5,90.8,2.94,179051.0,75.0,1.25,0,0,0,0.001,0.054,0.269
26.53,86.92,158.78,270.96,30.81,103.21,84.2,99.5,8.46,0.327,18315.5,158.4,7.16,104065.0,0.92,0.35,1,1,1,0.998,0.999,1.0
49.88,132.71,307.25,491.11,68.16,194.35,82.83,99.5,9.45,0.596,29821.8,81.0,5.22,185783.0,0.92,1.76,1,1,1,1.0,1.0,1.0
7.79,20.4,54.04,121.03,24.79,54.26,48.65,60.32,6.38,0.073,17150.1,59.6,1.85,233487.0,73.01,2.08,0,1,1,0.005,0.553,0.883
10.91,32.3,53.09,90.7,23.29,50.58,57.27,62.21,6.44,-0.126,13369.5,115.7,4.2,138436.0,69.53,1.41,0,0,0,0.003,0.398,0.36
37.75,83.01,152.51,304.24,44.76,117.26,84.47,99.5,7.91,0.394,15984.8,170.7,6.57,84481.0,0.92,0.51,1,1,1,0.999,0.999,1.0
0.14,0.63,0.77,7.4,9.01,16.25,31.27,40.81,5.24,-0.302,9117.5,135.9,9.5,128965.0,75.0,0.54,0,0,0,0.0,0.002,0.001
1.2,6.14,9.74,15.27,0.38,4.09,32.86,34.6,5.78,-0.364,10361.5,117.7,0.5,137349.0,75.0,1.62,0,0,0,0.0,0.002,0.0
0.26,1.61,8.6,10.26,0.28,1.17,33.72,44.7,6.43,-0.131,12307.0,49.1,2.32,232773.0,75.0,2.55,0,0,0,0.0,0.04,0.002
33.8,78.87,159.06,263.22,47.72,102.99,80.7,99.5,8.78,0.481,19283.1,124.2,4.09,122069.0,0.92,0.72,1,1,1,0.999,1.0,1.0
4.7,6.39,11.84,26.31,1.35,2.3,34.18,41.15,5.16,-0.45,5990.4,178.6,8.07,59392.0,75.0,0.42,0,0,0,0.0,0.001,0.0
0.86,3.71,6.18,7.2,0.04,1.43,29.29,36.06,6.82,-0.408,14669.0,55.3,1.28,193938.0,75.0,1.9,0,0,0,0.0,0.024,0.001
6.95,30.36,50.63,100.35,24.24,63.7,51.92,60.17,6.96,-0.148,13595.7,110.2,3.76,151432.0,73.29,1.34,0,0,0,0.004,0.39,0.438
31.94,74.19,140.44,253.96,42.76,101.94,79.76,99.5,7.54,0.367,15236.1,162.2,7.75,90216.0,0.92,0.87,1,1,1,0.989,0.998,1.0
50.27,175.07,287.75,489.35,109.02,241.79,85.39,99.5,9.57,0.604,25440.5,142.4,9.5,126795.0,0.92,1.48,1,1,1,1.0,1.0,1.0
9.62,20.1,64.02,94.72,23.63,65.03,51.03,56.27,6.84,-0.13,13102.5,136.1,6.74,128586.0,75.0,1.15,0,0,0,0.002,0.271,0.4
46.01,159.52,359.41,588.96,80.73,230.69,82.12,99.5,10.19,0.601,33132.2,136.9,2.7,111496.0,0.92,1.0,1,1,1,1.0,1.0,1.0
0.97,4.43,7.97,8.44,0.48,0.77,36.28,43.79,6.1,-0.419,10155.1,87.1,2.38,157776.0,75.0,1.52,0,0,0,0.0,0.005,0.0
0.14,0.17,2.36,4.72,3.87,8.72,28.54,35.93,6.14,-0.334,12556.7,77.6,2.08,193408.0,75.0,1.82,0,0,0,0.0,0.005,0.001
67.93,167.27,300.3,506.79,92.06,234.64,85.38,99.5,9.82,0.956,28719.8,152.4,0.5,113832.0,0.92,1.1,1,1,1,1.0,1.0,1.0
6.06,26.11,63.39,121.34,14.29,45.46,51.27,63.49,7.35,-0.071,13002.8,152.5,4.43,108368.0,67.18,0.68,0,0,0,0.012,0.454,0.383
0.84,2.45,4.92,6.33,0.4,0.76,24.44,32.29,4.98,-0.317,8140.3,160.7,7.75,103397.0,75.0,0.31,0,0,0,0.0,0.0,0.0
8.15,20.63,42.98,83.53,24.71,64.27,52.29,61.96,6.0,-0.071,8546.9,167.4,2.02,75918.0,69.99,0.1,0,0,0,0.001,0.126,0.21
28.18,75.38,176.02,305.94,40.27,119.52,85.42,99.5,8.42,0.344,20757.9,109.1,5.88,142027.0,0.92,1.47,1,1,1,0.999,1.0,1.0
28.61,87.08,196.64,300.76,62.57,120.2,84.95,99.5,8.76,0.454,21016.0,107.7,4.72,139683.0,0.92,1.41,1,1,1,0.999,1.0,1.0
33.51,86.91,183.9,268.78,51.95,133.79,83.48,99.5,7.87,0.441,18407.3,150.8,3.28,98258.0,0.92,0.52,1,1,1,0.997,1.0,1.0
11.14,20.93,43.27,107.26,27.91,55.56,54.78,62.48,6.31,-0.14,12774.3,129.2,4.19,123727.0,69.03,1.33,0,0,1,0.002,0.206,0.631
34.01,78.15,152.88,259.82,52.94,147.1,85.15,99.5,8.1,0.48,18890.6,136.8,8.72,118958.0,0.92,0.79,1,1,1,0.999,1.0,1.0
15.57,26.84,59.17,92.49,14.94,35.1,47.26,59.03,6.51,0.03,11745.5,150.4,7.25,97593.0,75.0,0.68,0,0,0,0.008,0.126,0.116
9.36,28.9,58.88,135.53,14.25,40.18,53.86,71.23,6.06,-0.023,9752.9,164.1,5.77,81135.0,52.93,0.52,0,0,0,0.01,0.159,0.326
28.25,72.68,182.28,293.25,62.92,124.39,85.88,99.5,7.84,0.583,24103.1,84.0,2.58,167538.0,0.92,1.57,1,1,1,0.999,1.0,1.0
7.65,17.68,58.35,89.95,29.29,56.83,51.26,61.06,6.5,-0.022,15229.7,89.5,3.25,186773.0,71.65,1.66,0,1,1,0.002,0.843,0.676
0.34,2.74,3.31,4.21,3.52,5.45,29.61,38.1,6.82,-0.406,13770.0,48.6,1.25,222795.0,75.0,2.52,0,0,0,0.0,0.029,0.001
11.74,22.74,39.58,87.97,20.12,58.09,50.95,55.16,7.1,-0.153,13259.7,118.9,0.5,134763.0,75.0,0.83,0,0,0,0.002,0.233,0.375
11.51,32.82,51.28,84.48,13.18,51.34,55.2,60.19,6.75,0.105,15757.5,40.2,2.89,220535.0,73.25,2.44,0,0,1,0.012,0.499,0.679
1.71,2.09,2.22,16.09,3.87,8.78,36.54,39.24,6.24,-0.366,8775.3,102.5,3.87,137007.0,75.0,1.46,0,0,0,0.0,0.004,0.0
0.27,2.46,8.13,11.67,1.5,2.82,33.95,39.28,5.93,-0.324,12384.6,113.7,4.79,163199.0,75.0,1.29,0,0,0,0.0,0.005,0.0
0.31,9.04,18.79,25.87,0.29,4.85,23.95,37.48,5.72,-0.334,14366.1,76.5,2.6,196461.0,75.0,2.04,0,0,0,0.0,0.005,0.003
0.35,0.82,2.74,11.79,0.21,3.17,35.4,38.19,5.38,-0.45,8762.7,120.7,2.63,110836.0,75.0,1.16,0,0,0,0.0,0.001,0.0
20.38,91.06,196.3,334.95,46.33,100.35,82.27,99.5,9.26,0.213,24539.6,39.4,1.25,244140.0,0.92,2.45,1,1,1,0.998,1.0,1.0
1.64,8.35,9.04,16.56,0.76,2.3,30.15,37.12,6.43,-0.289,16571.6,40.4,0.5,245339.0,75.0,2.51,0,0,0,0.0,0.012,0.007
0.62,8.21,9.4,17.55,6.05,8.31,36.14,39.87,5.57,-0.429,7393.4,154.3,9.5,96733.0,75.0,0.52,0,0,0,0.0,0.001,0.0
16.23,25.23,68.82,108.19,29.6,49.87,62.39,67.42,7.23,0.042,16077.8,87.2,1.11,199298.0,59.95,1.72,0,1,1,0.054,0.828,0.821
31.11,78.45,154.45,254.49,63.79,120.6,88.43,99.5,8.63,0.336,23025.6,53.4,0.88,219142.0,0.92,2.03,1,1,1,0.999,1.0,1.0
1.27,1.64,8.6,17.98,7.77,9.7,33.36,38.73,5.71,-0.374,7995.7,110.7,3.0,125877.0,75.0,1.25,0,0,0,0.0,0.002,0.0
0.26,1.32,6.66,19.58,3.01,3.28,38.5,43.12,6.27,-0.304,10005.3,146.6,8.53,109499.0,75.0,0.68,0,0,0,0.0,0.011,0.0
68.21,194.14,313.86,467.06,95.83,201.04,81.81,99.5,10.33,0.663,33132.9,66.3,2.34,204121.0,0.92,2.07,1,1,1,1.0,1.0,1.0
13.56,30.83,75.42,149.87,23.56,46.41,53.31,67.48,7.11,0.019,14367.7,125.3,1.6,120568.0,59.83,1.11,0,1,1,0.02,0.672,0.789
55.48,178.41,341.09,591.59,82.49,170.74,87.27,99.5,9.81,0.709,34000.0,47.4,2.73,231753.0,0.92,2.31,1,1,1,1.0,1.0,1.0
0.49,0.92,7.01,21.48,0.19,3.58,31.93,36.62,6.84,-0.411,14159.5,42.5,2.05,203992.0,75.0,2.26,0,0,0,0.0,0.016,0.002
2.49,5.48,8.34,12.82,4.36,6.29,27.16,36.21,5.85,-0.445,12735.8,112.0,5.01,160403.0,75.0,0.79,0,0,0,0.0,0.004,0.001
2.32,6.14,12.92,67.94,2.76,2.88,43.5,51.32,5.34,-0.263,8412.2,113.4,5.43,130758.0,75.0,1.26,0,0,0,0.0,0.003,0.002
0.28,0.37,1.21,1.97,1.39,1.49,32.04,35.88,5.55,-0.412,6969.8,127.4,9.5,112313.0,75.0,1.07,0,0,0,0.0,0.0,0.0
31.81,102.77,197.68,353.2,37.93,107.14,86.84,99.5,8.14,0.618,20014.3,140.3,9.5,109953.0,0.92,0.94,1,1,1,0.998,1.0,1.0
57.74,157.37,317.51,462.58,71.66,208.04,86.15,99.5,9.25,0.714,28233.6,176.5,4.0,74696.0,0.92,0.17,1,1,1,1.0,1.0,1.0
75.92,180.08,314.46,511.17,64.8,221.06,83.67,99.5,9.78,0.868,30686.1,109.9,7.06,150623.0,0.92,0.94,1,1,1,1.0,1.0,1.0
41.72,79.34,139.33,265.82,38.14,129.53,82.45,99.5,7.8,0.553,19941.4,81.8,3.43,170666.0,0.92,1.89,1,1,1,0.999,0.999,1.0
38.89,84.82,135.19,279.14,44.84,120.17,84.87,99.5,7.49,0.569,16523.4,150.3,6.61,92046.0,0.92,0.64,1,1,1,0.998,1.0,1.0
8.73,19.16,54.42,106.94,14.7,33.83,54.4,61.64,7.56,-0.051,16970.2,74.3,0.5,173880.0,70.58,1.86,0,1,1,0.018,0.865,0.535
34.51,98.53,165.57,304.38,36.41,95.02,86.84,99.5,8.62,0.527,19051.9,98.7,3.15,158249.0,0.92,1.38,1,1,1,1.0,1.0,1.0
1.64,4.34,5.6,7.16,0.09,6.46,34.87,36.38,6.31,-0.316,14214.1,46.4,0.94,240474.0,75.0,2.21,0,0,0,0.0,0.006,0.003
5.98,15.93,38.06,90.34,25.8,48.22,51.5,60.49,6.22,-0.236,12680.1,38.7,1.93,233525.0,72.7,2.18,0,0,0,0.002,0.143,0.454
12.07,21.6,50.54,89.42,14.22,40.23,50.61,62.81,6.41,0.002,10784.4,174.6,9.48,83390.0,68.43,0.1,0,0,0,0.006,0.132,0.085
39.03,103.79,178.69,268.19,39.82,107.62,87.29,99.5,7.72,0.551,21256.7,156.2,0.5,114370.0,0.92,0.78,1,1,1,0.999,1.0,1.0
16.3,40.76,74.89,122.42,23.87,48.96,61.48,72.09,7.15,0.031,12543.4,135.9,4.7,108080.0,51.35,0.75,0,1,1,0.134,0.705,0.683
35.64,80.39,146.41,232.42,44.7,118.7,81.37,99.5,8.41,0.511,20955.1,94.3,5.2,164044.0,0.92,1.57,1,1,1,0.999,1.0,1.0
15.25,37.03,81.8,116.19,19.86,50.5,58.48,66.96,6.95,0.018,17693.4,60.1,1.9,240415.0,60.79,2.14,0,1,1,0.04,0.767,0.832
40.11,85.77,139.93,245.03,64.44,153.91,84.65,95.44,9.34,0.511,23517.3,57.7,2.78,232445.0,8.39,1.87,1,1,1,1.0,1.0,1.0
60.81,183.39,296.33,480.32,96.34,194.06,85.53,99.5,10.27,0.768,33111.3,71.3,2.95,169372.0,0.92,1.49,1,1,1,1.0,1.0,1.0
0.27,5.21,9.04,63.18,0.29,1.83,48.85,53.28,5.8,-0.371,10047.3,114.6,4.72,148242.0,75.0,1.96,0,0,0,0.0,0.005,0.003
57.45,180.26,313.23,502.72,67.14,209.17,83.36,99.5,10.49,0.741,29165.7,138.6,4.17,113669.0,0.92,0.73,1,1,1,1.0,1.0,1.0
8.09,17.25,45.3,94.88,13.55,32.56,57.7,70.02,6.28,0.033,11561.3,130.7,1.71,135522.0,55.16,1.19,0,0,0,0.004,0.253,0.201
16.66,25.81,43.79,86.04,29.06,46.62,54.47,61.57,7.06,0.016,14369.5,75.6,1.12,178117.0,70.71,2.37,0,1,0,0.019,0.594,0.251
